TransactionAmt,fraud_probability,risk_tier,actual,HourOfDay,card6
512.95,3.6436923e-05,Clear,0,17,2
108.95,5.5771154e-05,Clear,0,16,2
209.95,0.0023718432,Clear,0,15,2
117.0,0.000684233,Clear,0,18,2
317.5,0.006132059,Clear,0,17,1
117.0,0.008299566,Clear,0,17,2
36.95,0.00089525944,Clear,0,21,2
77.0,0.000665715,Clear,0,3,2
107.95,0.00032855637,Clear,0,6,2
108.95,2.950972e-05,Clear,0,15,2
15.0,0.00021355742,Clear,0,17,2
242.0,2.5188256e-05,Clear,0,19,2
41.811,0.0026004543,Clear,0,20,2
150.0,0.004373443,Clear,0,21,1
100.0,0.0011728102,Clear,0,13,2
29.5,0.00046353808,Clear,0,20,2
120.0,0.00011775739,Clear,0,1,2
107.95,0.00036273923,Clear,0,5,2
17.643,0.21195142,Clear,0,8,1
49.0,7.518638e-05,Clear,0,11,2
45.0,0.00022470714,Clear,0,13,2
117.0,0.00017153457,Clear,0,21,2
150.0,0.000441985,Clear,0,13,2
582.5,0.088081844,Clear,0,0,2
39.0,0.0013893592,Clear,0,19,2
151.0,0.00063964754,Clear,0,14,2
50.0,0.008775836,Clear,0,21,2
59.0,0.007795776,Clear,0,22,2
80.0,0.097385176,Clear,0,20,2
57.95,1.6372662e-05,Clear,0,1,2
133.0,0.00011433936,Clear,0,1,2
58.366,0.9984738,Critical Risk,1,4,2
100.0,0.0073453607,Clear,0,18,2
57.95,0.0023242624,Clear,0,21,2
108.43,0.00056501495,Clear,0,4,2
51.187,0.007874922,Clear,0,3,2
44.5,0.002226229,Clear,0,0,2
30.0,0.002469284,Clear,0,21,1
108.95,0.0016579586,Clear,0,16,2
50.0,0.0006170698,Clear,0,22,1
25.95,5.0686172e-05,Clear,0,0,2
108.95,0.0025634617,Clear,0,5,2
59.0,0.010813873,Clear,0,0,2
37.97,0.0007080164,Clear,0,1,2
31.66,0.9996086,Critical Risk,1,21,1
509.38,0.00037313535,Clear,0,15,2
159.95,4.9948383e-05,Clear,0,0,2
107.95,0.00031085432,Clear,0,17,2
21.97,0.00011693016,Clear,0,15,2
87.99,0.00754862,Clear,0,20,2
25.95,0.0030995659,Clear,0,23,2
59.0,0.003072887,Clear,0,5,2
13.034,0.9974026,Critical Risk,1,5,2
50.0,0.0022513212,Clear,0,19,2
95.0,0.00037782083,Clear,0,3,1
23.382,0.010348551,Clear,0,0,1
57.95,0.0002170958,Clear,0,21,1
1564.95,0.0011421916,Clear,0,2,2
49.0,0.0030171762,Clear,0,0,2
117.0,0.0051635406,Clear,0,23,1
25.0,0.0012741752,Clear,0,14,1
24.591,0.006561908,Clear,0,18,1
30.0,6.0214283e-05,Clear,0,17,2
59.0,8.086401e-05,Clear,0,18,1
25.95,7.699023e-05,Clear,0,13,2
30.95,0.0013220551,Clear,0,17,2
107.95,8.8914756e-05,Clear,0,23,2
424.95,0.0057521197,Clear,0,16,1
117.0,0.0022057048,Clear,0,22,2
69.483,0.00044169964,Clear,0,15,2
59.0,0.0014184518,Clear,0,1,2
150.0,5.280987e-05,Clear,0,20,1
117.0,0.028772766,Clear,0,18,2
374.95,0.00038137555,Clear,0,17,2
35.95,0.0012076924,Clear,0,3,2
420.0,0.0067238617,Clear,0,0,2
226.0,0.0005614932,Clear,0,17,2
107.95,0.00011239914,Clear,0,18,2
226.0,0.001975948,Clear,0,16,1
44.0,0.02751731,Clear,0,19,2
100.0,0.0010834768,Clear,0,13,2
107.95,0.0003146662,Clear,0,10,2
117.0,0.016380437,Clear,0,0,2
44.227,0.84929204,Critical Risk,1,23,2
50.0,0.005259964,Clear,0,16,2
30.95,8.395928e-05,Clear,0,19,2
250.0,0.08848861,Clear,0,19,1
150.0,0.0006392563,Clear,0,23,1
100.0,0.009676301,Clear,0,18,2
66.928,0.08579719,Clear,0,20,2
39.0,0.0012092792,Clear,0,15,2
100.0,0.0020722235,Clear,0,21,1
554.0,0.029329889,Clear,0,3,2
147.0,0.029162608,Clear,0,21,2
15.0,0.00784166,Clear,0,18,2
49.0,0.0035394698,Clear,0,1,2
136.0,2.8940372e-05,Clear,0,16,2
300.0,0.03808731,Clear,0,5,1
134.133,0.99864024,Critical Risk,1,19,1
29.0,0.0019462903,Clear,0,18,2
67.95,0.0011418284,Clear,0,16,2
280.0,0.00049501593,Clear,0,22,2
159.95,0.00012981836,Clear,0,12,2
100.0,0.00014422355,Clear,0,3,2
59.0,0.0020622204,Clear,0,17,2
124.95,0.0126193985,Clear,0,15,2
82.95,0.0021401157,Clear,0,19,1
59.0,0.010754098,Clear,0,20,2
300.0,0.0051453416,Clear,0,0,2
29.0,0.0023335246,Clear,0,23,2
15.95,0.00023765725,Clear,0,23,2
47.95,0.00043823727,Clear,0,18,2
25.0,0.0006215418,Clear,0,22,2
39.0,0.008061907,Clear,0,19,2
500.0,0.007780102,Clear,0,0,2
67.95,0.00043712454,Clear,0,14,2
346.76,0.00071264734,Clear,0,18,1
72.292,0.00062085356,Clear,0,2,2
77.0,0.0032753057,Clear,0,21,2
150.0,0.07829339,Clear,0,21,2
335.0,3.2558408e-05,Clear,0,15,2
60.0,9.2179085e-05,Clear,0,22,2
50.0,0.0031140079,Clear,0,22,1
35.95,8.779168e-05,Clear,0,15,2
29.0,0.003106903,Clear,0,19,2
1698.67,0.002266662,Clear,0,22,1
140.95,0.017595675,Clear,0,22,2
35.95,0.00012648785,Clear,0,0,2
117.0,0.0036837854,Clear,0,16,2
390.0,0.00052118377,Clear,0,13,1
25.95,0.0024327775,Clear,0,14,2
50.0,0.0021989744,Clear,1,15,2
105.95,0.0001131544,Clear,0,17,2
57.95,0.00014015807,Clear,0,15,2
280.0,0.00029415172,Clear,0,17,2
92.0,0.00010907286,Clear,0,13,2
57.95,0.00041509807,Clear,0,0,2
445.0,0.16294621,Clear,0,3,1
250.0,0.05679313,Clear,0,20,1
226.0,0.00082336104,Clear,0,20,1
100.0,0.00084509526,Clear,0,14,1
29.0,0.003282234,Clear,0,22,2
57.95,0.00017559633,Clear,0,18,2
24.0,0.0016410009,Clear,0,0,2
57.95,0.0003660008,Clear,0,21,2
50.5,0.005761536,Clear,0,12,2
171.0,0.00030045334,Clear,0,13,2
554.0,0.028607145,Clear,0,19,2
1052.0,0.007851471,Clear,0,17,1
59.0,0.009487854,Clear,0,20,1
15.95,0.0001075589,Clear,0,6,2
107.95,0.00067972986,Clear,0,2,2
107.95,0.0070058214,Clear,0,3,2
117.0,0.0032480778,Clear,0,0,1
100.0,0.0020577484,Clear,0,0,1
213.0,0.023889018,Clear,0,0,1
203.0,0.0050172377,Clear,0,11,2
20.0,0.0005040195,Clear,0,7,2
209.95,0.0042541265,Clear,0,2,2
75.99,0.024241826,Clear,0,19,2
35.95,0.01739339,Clear,0,0,2
57.0,0.013317288,Clear,0,21,2
134.95,6.621795e-05,Clear,0,22,1
57.95,8.20725e-05,Clear,0,17,2
88.95,1.5988102e-05,Clear,0,21,2
30.0,0.00087100954,Clear,0,2,2
367.35,0.00012998421,Clear,0,23,1
49.0,0.00017551029,Clear,0,0,2
50.0,0.0018733381,Clear,0,14,2
50.0,0.00020146045,Clear,0,22,1
209.95,0.0017623829,Clear,0,19,2
35.0,0.00029887713,Clear,0,17,2
54.5,0.0008234379,Clear,0,16,2
105.0,0.0004461405,Clear,0,4,2
1164.95,7.1090886e-05,Clear,0,0,2
75.0,6.155755e-05,Clear,0,2,2
30.693,0.002178869,Clear,0,0,2
44.5,0.008973718,Clear,0,23,1
47.49,0.07933328,Clear,0,23,1
57.95,0.0003039313,Clear,0,18,2
57.95,3.192769e-05,Clear,0,17,2
49.0,0.00013958456,Clear,0,14,2
49.0,0.0057557747,Clear,0,20,2
100.0,0.011120398,Clear,0,2,1
75.0,0.0010761464,Clear,0,6,2
774.0,0.015140722,Clear,0,5,2
39.0,0.00036937353,Clear,0,17,2
270.0,0.00096432015,Clear,0,19,1
6.005,0.007293547,Clear,0,5,2
141.0,3.6449677e-05,Clear,0,12,2
105.0,0.00021534368,Clear,0,16,2
75.0,9.3631716e-05,Clear,0,3,1
31.298,0.6820669,Suspicious,1,1,2
30.95,0.00017116599,Clear,0,15,2
54.0,0.0066683055,Clear,0,23,2
20.0,0.002731328,Clear,0,22,1
117.0,9.351055e-05,Clear,0,20,2
297.5,0.00055913586,Clear,0,23,2
64.649,0.9576948,Critical Risk,1,5,2
64.48,0.0068729697,Clear,0,22,2
57.95,0.00051603635,Clear,0,19,2
117.0,0.0029290523,Clear,0,0,1
26.947,0.013855085,Clear,0,4,2
51.0,0.005107874,Clear,0,16,1
469.6,0.005423321,Clear,0,22,1
47.95,0.0082360245,Clear,0,1,2
49.0,0.0022755924,Clear,0,18,2
159.95,0.00018999403,Clear,0,4,1
146.0,5.652849e-05,Clear,0,14,1
100.0,0.008314914,Clear,0,22,2
94.618,0.0023539527,Clear,0,19,2
42.676,9.063837e-05,Clear,0,20,1
100.0,0.0014913057,Clear,0,20,1
100.0,7.874666e-05,Clear,0,17,1
389.95,0.00064562215,Clear,0,20,2
39.0,0.022589985,Clear,0,4,2
55.95,0.9810821,Critical Risk,1,1,2
1436.0,0.099708535,Clear,0,5,2
16.797,0.0016603621,Clear,0,20,2
411.0,0.002919466,Clear,0,14,2
39.0,0.0027893279,Clear,0,20,2
57.95,0.00029159128,Clear,0,0,2
107.95,0.0002623486,Clear,0,2,1
117.0,0.0014308473,Clear,0,21,2
424.95,0.0021397246,Clear,0,14,2
26.41,0.00022432675,Clear,0,5,1
24.0,0.00023694862,Clear,0,17,2
100.0,0.0012382547,Clear,0,13,1
200.0,0.00029299856,Clear,0,14,1
9.468,0.8033797,Critical Risk,0,7,1
6.163,0.0035644951,Clear,0,2,2
171.0,0.0019121597,Clear,0,0,2
107.95,0.0005782441,Clear,0,2,2
47.95,1.0554133e-05,Clear,0,17,2
75.0,0.0014244342,Clear,0,3,2
21.95,5.1741936e-05,Clear,0,23,2
57.95,0.0009213998,Clear,0,8,2
100.0,0.0019960753,Clear,0,0,1
112.99,0.001093645,Clear,0,2,1
57.95,1.10235005e-05,Clear,0,18,2
25.0,0.00049999426,Clear,0,16,2
97.0,0.0048855958,Clear,0,23,2
75.324,0.04112878,Clear,0,20,2
35.0,0.0010076992,Clear,0,18,2
41.806,0.047186375,Clear,0,17,2
107.95,0.0009594142,Clear,0,1,2
59.0,0.00020485117,Clear,0,16,2
59.0,0.004184226,Clear,0,3,2
752.99,0.00033889315,Clear,0,14,2
21.389,0.004595654,Clear,0,18,2
77.0,0.013115191,Clear,0,2,2
25.95,0.0008089303,Clear,0,4,2
9.96,0.0117223,Clear,0,2,1
222.0,0.0006788863,Clear,0,19,2
29.0,0.0006890564,Clear,0,13,2
390.0,0.011077251,Clear,0,6,2
77.95,6.043202e-05,Clear,0,3,2
35.95,0.00018642722,Clear,0,14,2
57.95,0.0011520304,Clear,0,0,2
57.95,0.0001310764,Clear,0,10,2
20.473,0.001991105,Clear,0,4,2
30.95,3.5119443e-05,Clear,0,15,2
361.0,0.0022832246,Clear,0,17,2
209.95,1.5047274e-05,Clear,0,18,2
307.95,0.0037054427,Clear,0,20,2
53.869,0.11313772,Clear,0,4,2
82.0,0.010388677,Clear,0,4,2
159.95,2.1988775e-05,Clear,0,19,2
57.95,0.0043854606,Clear,0,15,2
29.0,0.0028516364,Clear,0,17,2
29.0,1.1555675e-05,Clear,0,14,2
15.0,0.001187298,Clear,0,6,2
47.95,0.0006854365,Clear,0,16,2
500.0,0.0046346583,Clear,0,15,1
5.427,0.007792222,Clear,0,13,2
117.0,0.0025965713,Clear,0,23,2
250.0,0.0004288212,Clear,0,23,1
67.95,0.000103596154,Clear,0,2,1
32.97,0.0005763826,Clear,0,15,2
196.0,0.0003532419,Clear,0,21,2
100.0,0.009931583,Clear,0,11,2
57.95,0.001273833,Clear,0,16,2
59.0,0.001322108,Clear,0,22,2
130.55,0.00050742034,Clear,0,15,2
72.0,0.001375849,Clear,0,0,2
353.95,0.00076992996,Clear,0,23,1
108.95,0.00018241425,Clear,0,22,2
250.0,0.0075311363,Clear,0,22,2
139.95,0.00048482668,Clear,0,16,2
54.5,3.9262304e-05,Clear,0,17,1
39.394,0.001644744,Clear,0,5,1
117.0,0.0012132834,Clear,0,23,2
200.0,0.00011486073,Clear,0,17,2
24.289,0.019645222,Clear,0,22,2
219.95,0.010094731,Clear,0,20,2
45.95,0.0017463737,Clear,0,15,2
77.95,0.00063557306,Clear,0,6,2
166.99,0.0120747,Clear,0,22,1
421.95,0.004814032,Clear,0,13,1
50.0,0.0016381058,Clear,0,15,1
50.0,0.00020521243,Clear,0,4,2
150.0,0.004939246,Clear,0,15,1
700.0,0.0023203415,Clear,0,22,1
672.59,0.002107271,Clear,0,12,2
82.95,7.819972e-05,Clear,0,17,2
57.95,0.00025149807,Clear,0,4,1
205.95,0.00013911868,Clear,0,16,2
59.0,0.00050757994,Clear,0,1,1
280.0,0.0005538289,Clear,0,13,2
39.0,0.0013860434,Clear,0,4,2
49.0,0.0052927765,Clear,0,23,2
49.0,0.0006939403,Clear,0,1,2
68.95,0.00089859834,Clear,0,14,2
39.0,0.0022805843,Clear,0,19,2
100.0,0.0001929766,Clear,0,21,1
57.95,0.002786218,Clear,0,15,1
42.95,1.4030674e-05,Clear,0,17,2
49.0,0.006784782,Clear,0,11,2
49.0,0.0006132258,Clear,0,19,2
95.321,0.0040161354,Clear,0,5,1
159.95,0.00012923182,Clear,0,4,2
117.0,0.0019376904,Clear,0,21,2
201.95,2.0171432e-05,Clear,0,15,2
40.0,6.5768305e-05,Clear,0,3,1
68.95,0.00027230696,Clear,0,23,2
150.0,0.3059893,Clear,1,23,1
59.0,0.0042495094,Clear,0,21,2
209.95,0.0011502211,Clear,0,18,2
48.95,0.0015111702,Clear,0,16,2
42.95,4.566982e-05,Clear,0,18,2
49.0,0.0050189015,Clear,0,5,2
59.0,0.006719526,Clear,0,17,2
25.0,0.00061619084,Clear,0,21,2
25.95,4.7378147e-05,Clear,0,21,2
50.0,0.001084183,Clear,0,19,1
15.95,0.0006817598,Clear,0,22,2
50.0,0.0006095562,Clear,0,12,1
107.95,0.00048233932,Clear,0,14,2
226.0,0.0035584844,Clear,0,17,2
25.0,0.0011484546,Clear,0,23,2
317.5,0.020956486,Clear,0,14,2
23.95,0.00012177343,Clear,0,2,2
378.5,0.004659042,Clear,0,20,2
206.0,0.0002685494,Clear,0,18,1
150.0,0.0015329535,Clear,0,19,1
35.95,0.001603812,Clear,0,2,2
92.0,3.6886668e-05,Clear,0,14,2
30.95,0.0007630953,Clear,0,16,2
150.0,0.0071604457,Clear,0,21,1
54.0,0.0065771323,Clear,0,23,1
112.99,0.00047155833,Clear,0,18,2
22.379,0.025085816,Clear,0,17,2
31.0,0.0007240936,Clear,0,20,2
15.158,0.14502183,Clear,0,19,2
150.0,0.000113883005,Clear,0,19,1
97.95,0.00036267217,Clear,0,21,2
554.0,0.0030381572,Clear,0,19,1
50.0,0.0025826895,Clear,0,20,1
92.0,0.032018583,Clear,0,16,2
30.95,0.00023569136,Clear,0,20,2
97.95,0.02618316,Clear,0,7,2
1811.0,0.027180653,Clear,0,20,1
117.0,0.0017402992,Clear,0,16,2
159.95,0.0015403633,Clear,0,8,1
30.95,0.001201299,Clear,0,23,2
21.51,0.009641913,Clear,0,16,1
186.0,0.010870826,Clear,0,21,2
95.101,0.006404449,Clear,0,4,2
24.469,0.093012646,Clear,0,4,1
117.0,0.030770116,Clear,0,18,1
280.0,0.00036811118,Clear,0,18,2
44.541,0.02035013,Clear,0,21,1
25.95,0.00033799311,Clear,0,17,2
422.5,0.35364994,Clear,0,1,1
159.95,0.00015237453,Clear,0,2,2
27.31,0.0046010255,Clear,0,1,1
160.95,0.0024099592,Clear,0,22,2
35.95,0.010812786,Clear,0,23,2
226.0,0.016821666,Clear,0,22,2
30.95,0.00046727725,Clear,0,21,2
92.95,0.7754108,Critical Risk,1,21,2
59.0,0.00072637707,Clear,0,18,2
49.0,0.00096000027,Clear,0,14,2
65.676,0.009793138,Clear,0,17,1
300.0,0.0019500239,Clear,0,20,1
424.95,0.005459839,Clear,1,21,1
77.0,6.5641296e-05,Clear,0,21,2
38.185,0.015002293,Clear,0,22,1
141.404,0.9672888,Critical Risk,1,3,1
57.95,4.228018e-05,Clear,0,18,2
265.0,0.042400412,Clear,0,22,1
226.0,0.0020918269,Clear,0,16,2
108.95,0.0032739735,Clear,0,2,1
200.0,0.0011851906,Clear,0,15,2
26.0,0.00625559,Clear,0,12,2
171.0,0.0016031265,Clear,0,1,2
49.0,0.011809865,Clear,1,18,2
43.97,0.00013849634,Clear,0,22,2
100.0,0.0017335791,Clear,0,13,1
48.97,6.7396904e-06,Clear,0,0,2
117.0,0.0025389125,Clear,0,2,2
38.732,0.14884867,Clear,0,23,1
28.579,0.0027790465,Clear,0,5,2
12.05,0.009662119,Clear,0,0,2
19.697,0.011977486,Clear,0,7,2
58.95,0.0030709375,Clear,0,20,2
8.3,0.000114904,Clear,0,15,2
16.072,0.0050993348,Clear,0,14,1
49.0,0.006162479,Clear,0,20,2
102.0,0.0004116899,Clear,0,5,1
335.0,0.12376261,Clear,0,21,1
50.0,0.002958703,Clear,0,19,2
50.0,0.0001163458,Clear,0,15,1
57.95,0.00014852502,Clear,0,14,2
59.0,0.003082735,Clear,0,19,2
59.0,0.00050086936,Clear,0,20,2
67.95,1.0002897e-05,Clear,0,15,2
30.95,5.035769e-05,Clear,0,13,2
48.95,9.136635e-05,Clear,0,19,2
117.0,0.017375672,Clear,0,18,2
44.5,0.0055929953,Clear,0,15,2
65.11,0.043602597,Clear,0,19,2
30.95,0.00043147788,Clear,0,1,1
141.0,0.0033975486,Clear,0,22,2
311.95,0.00039736423,Clear,0,21,2
41.95,0.00012681924,Clear,0,22,2
100.0,0.0037278773,Clear,0,17,1
47.0,0.00036394206,Clear,0,22,1
47.95,8.2886145e-05,Clear,0,13,2
26.95,6.898645e-05,Clear,0,19,2
107.95,0.00095489866,Clear,0,16,2
117.0,0.0010085381,Clear,0,21,2
47.95,0.00025687195,Clear,0,21,2
55.0,1.4390448e-05,Clear,0,14,1
222.0,0.0032862832,Clear,0,19,1
500.0,0.0022571266,Clear,0,10,2
57.95,0.00024480608,Clear,0,2,1
75.0,0.0022273075,Clear,0,13,1
60.0,7.264864e-05,Clear,0,17,2
100.0,0.00046927703,Clear,0,21,2
25.95,5.4134118e-05,Clear,0,15,2
216.0,0.00047859576,Clear,0,19,2
59.0,0.4162476,Suspicious,0,18,2
319.95,0.00072094036,Clear,0,13,1
774.0,0.08480743,Clear,0,20,2
161.97,0.008225475,Clear,0,7,1
171.0,0.0020602676,Clear,0,1,2
60.0,5.1774873e-06,Clear,0,20,1
34.0,0.0012222119,Clear,0,16,2
280.0,0.00021916206,Clear,0,18,1
159.95,0.007336483,Clear,0,20,2
255.0,0.0015047331,Clear,0,20,1
171.0,0.0024612632,Clear,0,22,2
499.95,6.106613e-05,Clear,0,22,1
50.0,2.4348745e-05,Clear,0,1,2
54.5,0.026676046,Clear,0,23,2
12.024,0.0016362625,Clear,0,5,2
34.0,0.002065535,Clear,0,23,2
83.95,0.00050879334,Clear,0,20,1
28.47,0.003786006,Clear,0,4,2
14.325,0.9994647,Critical Risk,1,22,1
77.0,0.0036404168,Clear,0,0,2
190.323,0.009129424,Clear,0,3,2
50.0,0.0034669326,Clear,0,14,2
130.0,7.2579737e-06,Clear,0,15,1
107.95,5.368614e-06,Clear,0,16,2
117.0,0.0004187749,Clear,0,17,2
50.0,0.0012285882,Clear,0,1,2
50.0,0.0013889353,Clear,0,3,2
25.0,0.0003275668,Clear,0,20,1
47.99,0.0044319765,Clear,0,2,2
403.95,0.00029412593,Clear,0,0,1
150.0,0.008751265,Clear,0,16,1
31.5,0.0034276391,Clear,0,17,2
85.0,5.0257324e-05,Clear,0,12,2
117.0,0.0018701311,Clear,0,19,2
22.839,0.9993899,Critical Risk,1,7,1
49.0,0.0018220892,Clear,0,19,1
50.0,0.012858614,Clear,0,18,1
50.0,0.0016902817,Clear,0,20,1
57.95,0.0010559346,Clear,0,0,2
107.95,0.0002724937,Clear,0,13,2
422.5,0.006204361,Clear,0,3,2
44.0,0.005892979,Clear,0,0,2
29.0,0.0071702115,Clear,0,19,2
49.0,0.006221782,Clear,0,15,2
117.0,0.02308701,Clear,0,20,1
48.95,0.0008011818,Clear,0,18,2
57.95,0.00019786191,Clear,0,2,2
59.0,0.0034147142,Clear,0,21,2
59.695,0.026985563,Clear,0,19,2
49.0,0.00045849028,Clear,0,22,2
57.95,0.0013967142,Clear,0,5,2
20.95,7.954255e-06,Clear,0,19,2
200.0,0.00037997382,Clear,0,11,2
30.95,7.348237e-05,Clear,0,17,2
5.841,0.00011707888,Clear,0,23,2
30.0,0.02214762,Clear,0,6,2
25.0,0.002952196,Clear,0,13,1
49.95,0.006309334,Clear,0,3,2
64.309,0.64955795,Suspicious,1,22,2
50.0,0.32316035,Clear,0,17,1
86.318,0.99920386,Critical Risk,1,2,1
57.95,5.4594897e-05,Clear,0,22,2
35.0,0.0004170074,Clear,0,22,2
59.0,0.0005888223,Clear,0,17,2
49.0,0.0058671795,Clear,0,20,2
58.95,0.00018313559,Clear,0,19,2
59.0,0.00068063673,Clear,0,23,2
15.0,0.00027043378,Clear,0,10,2
57.95,0.0018155747,Clear,0,14,2
47.95,0.00020009262,Clear,0,15,2
35.95,0.0011477913,Clear,0,23,2
47.95,4.801195e-05,Clear,0,16,2
380.0,0.0012677514,Clear,0,22,2
36.95,0.0005755062,Clear,0,3,2
30.95,0.016639514,Clear,0,20,2
250.0,0.0006061459,Clear,0,22,1
117.0,0.0066929394,Clear,0,18,2
117.0,0.0027589365,Clear,0,7,2
34.0,0.00087065686,Clear,0,20,2
59.0,0.013867821,Clear,0,18,2
107.95,0.004666529,Clear,0,16,2
22.387,0.012137584,Clear,0,3,2
57.95,0.00069609896,Clear,0,13,2
48.95,0.0012454814,Clear,0,16,2
77.95,2.3685105e-05,Clear,0,12,2
40.723,0.00020843922,Clear,0,1,2
600.0,0.00033608804,Clear,0,3,1
23.564,0.0013706257,Clear,0,6,2
34.0,6.3335894e-05,Clear,0,17,2
59.0,0.013224882,Clear,0,22,2
30.0,0.0005161968,Clear,0,20,2
92.0,0.0014933171,Clear,0,16,2
20.0,0.0020273274,Clear,0,2,2
200.0,0.0119859185,Clear,0,21,2
200.0,0.0002405603,Clear,0,16,1
30.0,0.00028167668,Clear,0,13,1
50.0,0.0015107078,Clear,0,19,2
100.0,0.00096061965,Clear,0,3,1
